true coef A,predicted coef A
-6.805383222680072e-05,-5.840913659598043e-05
-4.416191869310499e-05,-4.320273563963792e-05
-5.739472682571776e-05,-5.5553126518524635e-05
-5.095111335746174e-05,-5.287631212199976e-05
-6.598026114984441e-05,-4.239785278980064e-05
-5.885830189491785e-05,-4.999849225623752e-05
-4.991966279691344e-05,-4.538867909759395e-05
-5.99584060702143e-05,-5.1601147033802745e-05
-6.669460042482223e-05,-5.741992407689923e-05
-6.982642667251987e-05,-5.1285332461823135e-05
-5.057036998869231e-05,-4.669454909039441e-05
-6.357760104792132e-05,-5.202543887083017e-05
-4.04754679409548e-05,-3.9404164235168695e-05
-4.50737836435676e-05,-5.931440745080345e-05
-6.742662650629448e-05,-5.23837817032572e-05
-6.065859316701173e-05,-5.322316716251955e-05
-4.459622070527717e-05,-4.831190505804747e-05
-4.023700186227306e-05,-5.8981881472884935e-05
-4.747798553726603e-05,-5.500119711941519e-05
-4.623905384225282e-05,-5.644352304973796e-05
-3.022573054348444e-05,-4.3621302342532644e-05
-4.462882639185181e-05,-6.31784849525166e-05
-4.351684730727598e-05,-4.508973446199013e-05
-4.82610024419143e-05,-5.5664140237482537e-05
-4.406889554038158e-05,-5.7176021359450195e-05
-4.844198401776235e-05,-5.770901154527521e-05
-3.479929610500823e-05,-4.318751369719652e-05
-3.271959474618515e-05,-3.3025995733269665e-05
-5.546364383123107e-05,-4.7419379005711155e-05
-4.350011236767217e-05,-6.761197698393601e-05
-3.581401438726426e-05,-4.013278687415669e-05
-5.92493758920953e-05,-6.590388185295899e-05
-3.757757522641096e-05,-4.617945651530819e-05
-5.841433645115224e-05,-5.603450307410248e-05
-4.117114412310451e-05,-4.557964468983114e-05
-4.421676259877174e-05,-4.7337268489189395e-05
-7.055943584217165e-05,-5.3845448848734734e-05
-4.536461934413665e-05,-4.261135755479068e-05
-4.852609622838235e-05,-4.0337708227645756e-05
-3.97085225041449e-05,-3.8597435817709907e-05
-4.24153629418922e-05,-4.42194386094818e-05
-4.17675046617977e-05,-4.7251706403523335e-05
-3.941309322386147e-05,-3.9067985952699865e-05
-5.139381439419219e-05,-4.626201675689719e-05
-4.455197786516497e-05,-4.305680563916648e-05
-5.804888871132474e-05,-5.668832055414837e-05
-5.004379979328676e-05,-4.998040930381803e-05
-5.393538793955956e-05,-5.2651897528634294e-05
-5.130264973296165e-05,-5.259729048399976e-05
-5.323768043374022e-05,-4.817584733901282e-05
-5.211498553379311e-05,-5.425983120251435e-05
-6.258530843360315e-05,-5.7908103515071e-05
-5.086990458430256e-05,-5.04396677303333e-05
-4.98894295292733e-05,-4.259797704899062e-05
-5.332597460153557e-05,-5.380831995883743e-05
-4.389621721644745e-05,-4.6044750666158446e-05
-5.635416063982501e-05,-6.105572654246057e-05
-4.706247924507226e-05,-4.9619190126517476e-05
