true I(max)-I(650),predicted I(max)-I(650)
0.1397436626334777,0.17119798323211105
0.1015778390028884,0.17238857726327644
0.1541792349490355,0.11893209628299228
0.1639616894105644,0.12828668155842485
0.1317612500455217,0.14093174427764438
0.1679608419302471,0.17107887817947717
0.1124517050966353,0.1317560793598781
0.1180439879377685,0.15769581876871738
0.2074175606325924,0.1270487482523851
0.1374875787382879,0.12745108852462378
0.1372163679488794,0.1156414291668206
0.166649884005292,0.12250890896818048
0.1774890876806793,0.13475387778231668
0.1214124929133932,0.16393997505985908
0.1440293544187162,0.15471410871675345
