true height,predicted height
39.99700000000007,33.91020000000003
32.16700000000003,31.024249999999974
31.13099999999997,31.537875000000042
32.47400000000005,38.88810000000005
32.83999999999992,33.153824999999955
30.09500000000003,33.595800000000004
34.86699999999996,31.141949999999934
31.82400000000007,32.36439999999995
30.09500000000003,31.975325000000034
32.50599999999997,32.574025000000006
32.15299999999991,32.38377499999998
32.83199999999999,30.71942499999998
35.23900000000003,35.694375000000065
28.9079999999999,34.21174999999998
31.47000000000003,32.14904999999996
