true ang,predicted ang
-0.001681261128897905,-0.0020559312449218046
-0.001408885850973017,-0.0020328833621982363
-0.0019825670457781,-0.0015849251586902984
-0.001781386687899418,-0.001709623991005748
-0.001497461861988081,-0.0012683552406808978
-0.002080835881013948,-0.001491044475732953
-0.002099704579847959,-0.0016166344264944951
-0.001551770415772905,-0.0020612638421534666
-0.001709623991005747,-0.0018417407952630229
-0.001155406958492637,-0.0015834074197849687
-0.001827879655405653,-0.0014025488786610085
-0.001982975686711545,-0.0016553629862729046
-0.001370546543613133,-0.0015209888489130057
-0.001692818185823945,-0.002099704579847959
-0.001512366256070211,-0.0013705465436131337
